web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
"1776264328-306","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Nora","Argentina","","1 noche ·","En pareja","mucho  confot una atencion esmerada","el desayuno y la abitacion excelente","nada en  particular","9,0","Fecha del comentario: 9 de junio de 2024","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-307","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Valls","España","","1 noche ·","En familia","Fantástico","terraza
desayuno
comedor","","9,0","Fecha del comentario: 29 de julio de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-308","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Jenifer","España","","1 noche ·","En grupo","Excepcional","La habitación que nos asignaron, tenía un olor muy fuerte de cañerías y al comentarlo en recepción nos cambiaron de habitación.
 
Se encuentra en una zona muy céntrica de valencia.","El precio del hotel es un poco elevado para lo poco que incluye ya que no incluye desayuno ni parking. El parking es aparte con un coste de 15 euros por día.","10","Fecha del comentario: 15 de julio de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-309","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Rut","España","","1 noche ·","En pareja","Muy bien","la terraza","","8,0","Fecha del comentario: 24 de mayo de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-310","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Maria","España","","1 noche ·","En familia","Agradable","La habitación","El personal del restaurante y cocina. Mi madre estaba cenando allí y no paraban de chillar desde la cocina y reírse, y los camareros de fuera hablando en alto de escarceos amorosos. No es profesional para un hotel de la talla de Barcelo.","6,0","Fecha del comentario: 14 de diciembre de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-311","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Florencia","Argentina","","2 noches ·","En pareja","Buena ubicación y parking privado","Me gustó la ubicación. La limpieza. Que tuviera parking. Buen desayuno.","La habitación no me resultó cómoda. Si bien era grande, el diseño incluía una pared corrediza para separar el baño de la habitación. Esto dejaba la entrada, el placard y el sector del frigobar del lado del baño y aislado de la habitación. Diseño poco funcional.","7,0","Fecha del comentario: 2 de diciembre de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-312","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Teresa","Países Bajos","","2 noches ·","En familia","Bien pero puede mejorar","Me gustó mucho el desayuno. Había de todo. La ubicación para visitar la ciudad de las artes y las ciencias era inmejorable , se podía ir a pie.","La limpieza de la habitación era algo escasa. Nada más llegar encontramos unos calcetines detrás de la cortina, en el baño faltaba del de ducha y la silla del escritorio de la habitación estaba rota (tenía una rueda suelta). Por el precio que tiene la estancia y al ser un hotel de cuatro estrellas debería estar todo impecable y en completo estado de revista","7,0","Fecha del comentario: 16 de noviembre de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-313","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Veronica","España","","2 noches ·","En familia","Bien","Desayuno variado y muy rico. El tamaño grande de la habitación y la comodidad de sus camas..","Una pena que en una de las habitaciones 714, el plato de ducha estaba sucio, y debía estar atascado porque no trataba el agua al ducharte y rebosaba..","7,0","Fecha del comentario: 11 de noviembre de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-314","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Tania","España","","4 noches ·","En pareja","Buen hotel","La ubicación del hotel, se aparca fácil en las inmediaciones, el desayuno muy completo y variado y, por supuesto, la terraza con vistas increíbles.","La habitación era la más pequeña de ese tipo, y el aire acondicionado de nuestra habitación estaba estropeado.","7,0","Fecha del comentario: 7 de octubre de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-315","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Fulvia","España","","3 noches ·","Persona que viaja sola","Para 2 noches a trabajo bien 👍","Instalaciones muy bien","Desayuno: de baja calidad, era variado y abundante, pero de calidad muy mejorable","7,0","Fecha del comentario: 8 de marzo de 2025","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-316","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Lucia","España","","2 noches ·","Persona que viaja sola","Agradable","La ubicación","Es la segunda vez que me hospedo en este hotel y el agua caliente no se regula adecuadamente, a ratos fría y a ratos ardiendo. El momento ducha es un infierno, algo fundamental en un hotel.","6,0","Fecha del comentario: 5 de abril de 2024","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-317","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Carlos","España","","1 noche ·","En pareja","Decepcionado","La ubicación está muy bien, la cama es grande y cómoda y el personal era amable","La puerta del armario tenía un raspón importante, el escritorio se estaba pelando por el borde, la nevera no enfriaba apenas, la bañera estaba pintada y se estaba levantando esa pintura, la manguera de la ducha estaba a punto de romperse y con color oscuro/negro y la alcachofa de la misma tenia varios de los agujeros rotos y oscuros. Y todo esto en un hotel normal/ barato pasa desapercibido, pero en un hotel de 4 estrellas y 167€ por noche esperábamos un poco más.","4,0","Fecha del comentario: 28 de agosto de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-318","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Susana","","","1 noche ·","En pareja","Bien","El hotel está muy bien, las habitaciones amplias y aunque la piscina es pequeña la verdad que está genial y su personal muy agradable. Un hotel que cumple con sus estrellas.","No entiendo que un hotel de estas características no permita hacer un late check out pagando y que la excusa de

 recepción es que están llenos, en ningún hotel por muy lleno que esté entran todos los clientes a la misma hora por lo que si es posible hacer un late check out aunque sea con hora límite, por ejemplo hasta las 17 de la tarde o 18 horas. Una pena la actitud de recepción.","7,0","Fecha del comentario: 26 de junio de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
"1776264328-319","https://www.booking.com/hotel/es/barcelo-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIQYmFyY2Vsby12YWxlbmNpYUgKWANoRogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC56_-zgbAAgHSAiQ0MDcwMWM2MC1lYzgzLTQ3NmEtOWM1Mi05MjkyZTkwNzkyOTjYAgHgAgE&sid=d6482888295e2136ec8e3e06b43978ee&age=0&all_sr_blocks=9198821_91463052_2_2_0&checkin=2026-04-24&checkout=2026-04-25&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=9198821_91463052_2_2_0&hpos=1&matching_block_id=9198821_91463052_2_2_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=9198821_91463052_2_2_0__18000&srepoch=1776261098&srpvid=8df86174cc5a0169&type=total&ucfs=1&","Barceló Valencia","Luis","Turquía","","1 noche ·","Persona que viaja sola","Recomendado","muy bien ubicado con muy limpias habitaciones 
muy buen desayuno fue lo mejor","","7,0","Fecha del comentario: 22 de mayo de 2023","9,1","9,2","8,5","8,8","8,4","9,2","9,2","8,8","Fabuloso"
